gameNumber,result,type,Color,expe
20241108100052395,3,Small,green,a
20241108100052394,3,Small,green,a
20241108100052393,6,Big,red,a
20241108100052392,1,Small,green,a
20241108100052391,2,Small,red,a
20241108100052390,8,Big,red,a
20241108100052389,3,Small,green,a
20241108100052388,3,Small,green,a
20241108100052387,4,Small,red,a
20241108100052386,7,Big,green,a
20241108100052385,9,Big,green,a
20241108100052384,0,Small,red,pink
20241108100052383,9,Big,green,a
20241108100052382,0,Small,red,pink
20241108100052381,0,Small,red,pink
20241108100052380,5,Big,green,pink
20241108100052379,0,Small,red,pink
20241108100052378,5,Big,green,pink
20241108100052377,1,Small,green,a
20241108100052376,5,Big,green,pink
20241108100052375,2,Small,red,a
20241108100052374,9,Big,green,a
20241108100052373,9,Big,green,a
20241108100052372,7,Big,green,a
20241108100052371,4,Small,red,a
20241108100052370,7,Big,green,a
20241108100052369,5,Big,green,pink
20241108100052368,1,Small,green,a
20241108100052367,4,Small,red,a
20241108100052366,2,Small,red,a
20241108100052365,2,Small,red,a
20241108100052364,1,Small,green,a
20241108100052363,4,Small,red,a
20241108100052362,2,Small,red,a
20241108100052361,5,Big,green,pink
20241108100052360,4,Small,red,a
20241108100052359,2,Small,red,a
20241108100052358,0,Small,red,pink
20241108100052357,0,Small,red,pink
20241108100052356,9,Big,green,a
20241108100052355,8,Big,red,a
20241108100052354,6,Big,red,a
20241108100052353,2,Small,red,a
20241108100052352,7,Big,green,a
20241108100052351,7,Big,green,a
20241108100052350,1,Small,green,a
20241108100052349,0,Small,red,pink
20241108100052348,3,Small,green,a
20241108100052347,0,Small,red,pink
20241108100052346,5,Big,green,pink
20241108100052345,7,Big,green,a
20241108100052344,9,Big,green,a
20241108100052343,0,Small,red,pink
20241108100052342,1,Small,green,a
20241108100052341,9,Big,green,a
20241108100052340,8,Big,red,a
20241108100052339,0,Small,red,pink
20241108100052338,0,Small,red,pink
20241108100052337,7,Big,green,a
20241108100052336,3,Small,green,a
20241108100052335,6,Big,red,a
20241108100052334,2,Small,red,a
20241108100052333,3,Small,green,a
20241108100052332,6,Big,red,a
20241108100052331,7,Big,green,a
20241108100052330,3,Small,green,a
20241108100052329,2,Small,red,a
20241108100052328,3,Small,green,a
20241108100052327,9,Big,green,a
20241108100052326,3,Small,green,a
20241108100052325,8,Big,red,a
20241108100052324,0,Small,red,pink
20241108100052323,4,Small,red,a
20241108100052322,7,Big,green,a
20241108100052321,3,Small,green,a
20241108100052320,9,Big,green,a
20241108100052319,9,Big,green,a
20241108100052318,5,Big,green,pink
20241108100052317,5,Big,green,pink
20241108100052316,4,Small,red,a
20241108100052315,9,Big,green,a
20241108100052314,4,Small,red,a
20241108100052313,6,Big,red,a
20241108100052312,1,Small,green,a
20241108100052311,3,Small,green,a
20241108100052310,5,Big,green,pink
20241108100052309,3,Small,green,a
20241108100052308,1,Small,green,a
20241108100052307,9,Big,green,a
20241108100052306,1,Small,green,a
20241108100052305,1,Small,green,a
20241108100052304,9,Big,green,a
20241108100052303,2,Small,red,a
20241108100052302,4,Small,red,a
20241108100052301,8,Big,red,a
20241108100052300,0,Small,red,pink
20241108100052299,5,Big,green,pink
20241108100052298,8,Big,red,a
20241108100052297,0,Small,red,pink
20241108100052296,8,Big,red,a
20241108100052295,7,Big,green,a
20241108100052294,7,Big,green,a
20241108100052293,9,Big,green,a
20241108100052292,1,Small,green,a
20241108100052291,8,Big,red,a
20241108100052290,3,Small,green,a
20241108100052289,8,Big,red,a
20241108100052288,0,Small,red,pink
20241108100052287,8,Big,red,a
20241108100052286,9,Big,green,a
20241108100052285,1,Small,green,a
20241108100052284,3,Small,green,a
20241108100052283,4,Small,red,a
20241108100052282,3,Small,green,a
20241108100052281,2,Small,red,a
20241108100052280,4,Small,red,a
20241108100052279,3,Small,green,a
20241108100052278,2,Small,red,a
20241108100052277,3,Small,green,a
20241108100052276,8,Big,red,a
20241108100052275,5,Big,green,pink
20241108100052274,8,Big,red,a
20241108100052273,9,Big,green,a
20241108100052272,3,Small,green,a
20241108100052271,7,Big,green,a
20241108100052270,4,Small,red,a
20241108100052269,2,Small,red,a
20241108100052268,9,Big,green,a
20241108100052267,6,Big,red,a
20241108100052266,6,Big,red,a
20241108100052265,2,Small,red,a
20241108100052264,8,Big,red,a
20241108100052263,5,Big,green,pink
20241108100052262,2,Small,red,a
20241108100052261,9,Big,green,a
20241108100052260,1,Small,green,a
20241108100052259,4,Small,red,a
20241108100052258,9,Big,green,a
20241108100052257,6,Big,red,a
20241108100052256,2,Small,red,a
20241108100052255,2,Small,red,a
20241108100052254,1,Small,green,a
20241108100052253,6,Big,red,a
20241108100052252,3,Small,green,a
20241108100052251,1,Small,green,a
20241108100052250,2,Small,red,a
20241108100052249,2,Small,red,a
20241108100052248,6,Big,red,a
20241108100052247,3,Small,green,a
20241108100052246,8,Big,red,a
20241108100052245,3,Small,green,a
20241108100052244,6,Big,red,a
20241108100052243,8,Big,red,a
20241108100052242,1,Small,green,a
20241108100052241,7,Big,green,a
20241108100052240,5,Big,green,pink
20241108100052239,2,Small,red,a
20241108100052238,4,Small,red,a
20241108100052237,0,Small,red,pink
20241108100052236,9,Big,green,a
20241108100052235,6,Big,red,a
20241108100052234,4,Small,red,a
20241108100052233,6,Big,red,a
20241108100052232,3,Small,green,a
20241108100052231,4,Small,red,a
20241108100052230,8,Big,red,a
20241108100052229,8,Big,red,a
20241108100052228,1,Small,green,a
20241108100052227,2,Small,red,a
20241108100052226,4,Small,red,a
20241108100052225,4,Small,red,a
20241108100052224,3,Small,green,a
20241108100052223,3,Small,green,a
20241108100052222,2,Small,red,a
20241108100052221,9,Big,green,a
20241108100052220,5,Big,green,pink
20241108100052219,4,Small,red,a
20241108100052218,5,Big,green,pink
20241108100052217,5,Big,green,pink
20241108100052216,8,Big,red,a
20241108100052215,2,Small,red,a
20241108100052214,7,Big,green,a
20241108100052213,8,Big,red,a
20241108100052212,1,Small,green,a
20241108100052211,3,Small,green,a
20241108100052210,4,Small,red,a
20241108100052209,9,Big,green,a
20241108100052208,2,Small,red,a
20241108100052207,6,Big,red,a
20241108100052206,1,Small,green,a
20241108100052205,0,Small,red,pink
20241108100052204,1,Small,green,a
20241108100052203,3,Small,green,a
20241108100052202,9,Big,green,a
20241108100052201,9,Big,green,a
20241108100052200,5,Big,green,pink
20241108100052199,5,Big,green,pink
20241108100052198,7,Big,green,a
20241108100052197,1,Small,green,a
20241108100052196,5,Big,green,pink
20241108100052195,6,Big,red,a
20241108100052194,5,Big,green,pink
20241108100052193,3,Small,green,a
20241108100052192,0,Small,red,pink
20241108100052191,4,Small,red,a
20241108100052190,2,Small,red,a
20241108100052189,7,Big,green,a
20241108100052188,2,Small,red,a
20241108100052187,7,Big,green,a
20241108100052186,7,Big,green,a
20241108100052185,0,Small,red,pink
20241108100052184,3,Small,green,a
20241108100052183,9,Big,green,a
20241108100052182,0,Small,red,pink
20241108100052181,7,Big,green,a
20241108100052180,7,Big,green,a
20241108100052179,8,Big,red,a
20241108100052178,4,Small,red,a
20241108100052177,6,Big,red,a
20241108100052176,8,Big,red,a
20241108100052175,2,Small,red,a
20241108100052174,7,Big,green,a
20241108100052173,6,Big,red,a
20241108100052172,8,Big,red,a
20241108100052171,7,Big,green,a
20241108100052170,4,Small,red,a
20241108100052169,4,Small,red,a
20241108100052168,0,Small,red,pink
20241108100052167,7,Big,green,a
20241108100052166,3,Small,green,a
20241108100052165,3,Small,green,a
20241108100052164,0,Small,red,pink
20241108100052163,0,Small,red,pink
20241108100052162,8,Big,red,a
20241108100052161,5,Big,green,pink
20241108100052160,8,Big,red,a
20241108100052159,4,Small,red,a
20241108100052158,1,Small,green,a
20241108100052157,2,Small,red,a
20241108100052156,1,Small,green,a
20241108100052155,0,Small,red,pink
20241108100052154,0,Small,red,pink
20241108100052153,1,Small,green,a
20241108100052152,6,Big,red,a
20241108100052151,3,Small,green,a
20241108100052150,0,Small,red,pink
20241108100052149,1,Small,green,a
20241108100052148,2,Small,red,a
20241108100052147,2,Small,red,a
20241108100052146,7,Big,green,a
20241108100052145,9,Big,green,a
20241108100052144,0,Small,red,pink
20241108100052143,9,Big,green,a
20241108100052142,7,Big,green,a
20241108100052141,5,Big,green,pink
20241108100052140,2,Small,red,a
20241108100052139,1,Small,green,a
20241108100052138,5,Big,green,pink
20241108100052137,7,Big,green,a
20241108100052136,6,Big,red,a
20241108100052135,3,Small,green,a
20241108100052134,4,Small,red,a
20241108100052133,7,Big,green,a
20241108100052132,6,Big,red,a
20241108100052131,0,Small,red,pink
20241108100052130,0,Small,red,pink
20241108100052129,1,Small,green,a
20241108100052128,5,Big,green,pink
20241108100052127,5,Big,green,pink
20241108100052126,0,Small,red,pink
20241108100052125,6,Big,red,a
20241108100052124,8,Big,red,a
20241108100052123,5,Big,green,pink
20241108100052122,3,Small,green,a
20241108100052121,4,Small,red,a
20241108100052120,7,Big,green,a
20241108100052119,6,Big,red,a
20241108100052118,0,Small,red,pink
20241108100052117,8,Big,red,a
20241108100052116,6,Big,red,a
20241108100052115,0,Small,red,pink
20241108100052114,8,Big,red,a
20241108100052113,3,Small,green,a
20241108100052112,6,Big,red,a
20241108100052111,0,Small,red,pink
20241108100052110,1,Small,green,a
20241108100052109,3,Small,green,a
20241108100052108,5,Big,green,pink
20241108100052107,8,Big,red,a
20241108100052106,5,Big,green,pink
20241108100052105,2,Small,red,a
20241108100052104,2,Small,red,a
20241108100052103,0,Small,red,pink
20241108100052102,8,Big,red,a
20241108100052101,3,Small,green,a
20241108100052100,7,Big,green,a
20241108100052099,9,Big,green,a
20241108100052098,8,Big,red,a
20241108100052097,3,Small,green,a
20241108100052096,6,Big,red,a
20241108100052095,4,Small,red,a
20241108100052094,4,Small,red,a
20241108100052093,9,Big,green,a
20241108100052092,8,Big,red,a
20241108100052091,6,Big,red,a
20241108100052090,1,Small,green,a
20241108100052089,8,Big,red,a
20241108100052088,1,Small,green,a
20241108100052087,3,Small,green,a
20241108100052086,6,Big,red,a
20241108100052085,3,Small,green,a
20241108100052084,6,Big,red,a
20241108100052083,3,Small,green,a
20241108100052082,1,Small,green,a
20241108100052081,7,Big,green,a
20241108100052080,8,Big,red,a
20241108100052079,7,Big,green,a
20241108100052078,4,Small,red,a
20241108100052077,8,Big,red,a
20241108100052076,2,Small,red,a
20241108100052075,4,Small,red,a
20241108100052074,4,Small,red,a
20241108100052073,9,Big,green,a
20241108100052072,9,Big,green,a
20241108100052071,7,Big,green,a
20241108100052070,9,Big,green,a
20241108100052069,5,Big,green,pink
20241108100052068,6,Big,red,a
20241108100052067,4,Small,red,a
20241108100052066,7,Big,green,a
20241108100052065,4,Small,red,a
20241108100052064,2,Small,red,a
20241108100052063,8,Big,red,a
20241108100052062,4,Small,red,a
20241108100052061,3,Small,green,a
20241108100052060,4,Small,red,a
20241108100052059,2,Small,red,a
20241108100052058,3,Small,green,a
20241108100052057,0,Small,red,pink
20241108100052056,8,Big,red,a
20241108100052055,0,Small,red,pink
20241108100052054,9,Big,green,a
20241108100052053,8,Big,red,a
20241108100052052,3,Small,green,a
20241108100052051,9,Big,green,a
20241108100052050,3,Small,green,a
20241108100052049,2,Small,red,a
20241108100052048,1,Small,green,a
20241108100052047,1,Small,green,a
20241108100052046,1,Small,green,a
20241108100052045,4,Small,red,a
20241108100052044,0,Small,red,pink
20241108100052043,1,Small,green,a
20241108100052042,4,Small,red,a
20241108100052041,9,Big,green,a
20241108100052040,3,Small,green,a
20241108100052039,3,Small,green,a
20241108100052038,0,Small,red,pink
20241108100052037,9,Big,green,a
20241108100052036,1,Small,green,a
20241108100052035,9,Big,green,a
20241108100052034,9,Big,green,a
20241108100052033,4,Small,red,a
20241108100052032,0,Small,red,pink
20241108100052031,4,Small,red,a
20241108100052030,4,Small,red,a
20241108100052029,2,Small,red,a
20241108100052028,8,Big,red,a
20241108100052027,4,Small,red,a
20241108100052026,8,Big,red,a
20241108100052025,3,Small,green,a
20241108100052024,5,Big,green,pink
20241108100052023,5,Big,green,pink
20241108100052022,4,Small,red,a
20241108100052021,0,Small,red,pink
20241108100052020,5,Big,green,pink
20241108100052019,3,Small,green,a
20241108100052018,5,Big,green,pink
20241108100052017,9,Big,green,a
20241108100052016,0,Small,red,pink
20241108100052015,3,Small,green,a
20241108100052014,7,Big,green,a
20241108100052013,1,Small,green,a
20241108100052012,5,Big,green,pink
20241108100052011,6,Big,red,a
20241108100052010,4,Small,red,a
20241108100052009,4,Small,red,a
20241108100052008,3,Small,green,a
20241108100052007,0,Small,red,pink
20241108100052006,1,Small,green,a
20241108100052005,3,Small,green,a
20241108100052004,6,Big,red,a
20241108100052003,6,Big,red,a
20241108100052002,1,Small,green,a
20241108100052001,8,Big,red,a
20241108100052000,1,Small,green,a
20241108100051999,9,Big,green,a
20241108100051998,6,Big,red,a
20241108100051997,4,Small,red,a
20241108100051996,2,Small,red,a
20241108100051995,3,Small,green,a
20241108100051994,3,Small,green,a
20241108100051993,8,Big,red,a
20241108100051992,2,Small,red,a
20241108100051991,5,Big,green,pink
20241108100051990,6,Big,red,a
20241108100051989,7,Big,green,a
20241108100051988,2,Small,red,a
20241108100051987,6,Big,red,a
20241108100051986,1,Small,green,a
20241108100051985,7,Big,green,a
20241108100051984,0,Small,red,pink
20241108100051983,7,Big,green,a
20241108100051982,9,Big,green,a
20241108100051981,3,Small,green,a
20241108100051980,5,Big,green,pink
20241108100051979,5,Big,green,pink
20241108100051978,4,Small,red,a
20241108100051977,0,Small,red,pink
20241108100051976,9,Big,green,a
20241108100051975,0,Small,red,pink
20241108100051974,3,Small,green,a
20241108100051973,3,Small,green,a
20241108100051972,3,Small,green,a
20241108100051971,9,Big,green,a
20241108100051970,9,Big,green,a
20241108100051969,5,Big,green,pink
20241108100051968,0,Small,red,pink
20241108100051967,6,Big,red,a
20241108100051966,9,Big,green,a
20241108100051965,6,Big,red,a
20241108100051964,5,Big,green,pink
20241108100051963,8,Big,red,a
20241108100051962,8,Big,red,a
20241108100051961,0,Small,red,pink
20241108100051960,1,Small,green,a
20241108100051959,2,Small,red,a
20241108100051958,4,Small,red,a
20241108100051957,2,Small,red,a
20241108100051956,2,Small,red,a
20241108100051955,2,Small,red,a
20241108100051954,3,Small,green,a
20241108100051953,5,Big,green,pink
20241108100051952,9,Big,green,a
20241108100051951,4,Small,red,a
20241108100051950,6,Big,red,a
20241108100051949,8,Big,red,a
20241108100051948,6,Big,red,a
20241108100051947,0,Small,red,pink
20241108100051946,2,Small,red,a
20241108100051945,8,Big,red,a
20241108100051944,8,Big,red,a
20241108100051943,1,Small,green,a
20241108100051942,2,Small,red,a
20241108100051941,9,Big,green,a
20241108100051940,9,Big,green,a
20241108100051939,6,Big,red,a
20241108100051938,2,Small,red,a
20241108100051937,1,Small,green,a
20241108100051936,4,Small,red,a
20241108100051935,6,Big,red,a
20241108100051934,9,Big,green,a
20241108100051933,3,Small,green,a
20241108100051932,0,Small,red,pink
20241108100051931,9,Big,green,a
20241108100051930,1,Small,green,a
20241108100051929,7,Big,green,a
20241108100051928,5,Big,green,pink
20241108100051927,1,Small,green,a
20241108100051926,0,Small,red,pink
20241108100051925,7,Big,green,a
20241108100051924,3,Small,green,a
20241108100051923,0,Small,red,pink
20241108100051922,6,Big,red,a
20241108100051921,7,Big,green,a
20241108100051920,0,Small,red,pink
